storyID,S4E1 Similarities,S4E2 Similarities,Correct Ending
3972aeda-e5f8-4776-abbb-8566bf38930a,0.49591201543807983,0.3055519461631775,1
411b9523-5254-41ff-b740-e039d0423201,0.6240777969360352,0.5434397459030151,1
36b638c3-f2d1-44dc-bab1-5bf2a9d7fdff,0.4052271842956543,0.4558612108230591,1
80b6447f-4c37-4194-9862-3785e5075463,0.3800390362739563,0.33377930521965027,2
dd3506fe-31ce-4bbb-9000-02c222da3466,0.153653085231781,0.5842940807342529,1
ad42188e-383b-4c7d-9cd9-906725b7ce12,0.14973625540733337,0.28505557775497437,1
f8ff777f-de4d-4e3a-91bd-b197ed13f78e,0.2831461727619171,0.23619936406612396,2
dfdf2b81-86fa-48f0-8a47-488ccf3e086b,0.5162249803543091,0.5126452445983887,2
de06c035-4c96-4ed0-89c2-3ce71e99e9d1,0.20719176530838013,0.2935574948787689,1
f547c9a1-be95-439d-922d-1417d7f6b818,0.4742943048477173,0.3549095094203949,1
195a43c7-d43e-48e4-845b-fd6c75609df2,0.3235732913017273,0.22535105049610138,2
a11cf506-7d19-4ab9-b0ac-a0fd85a9bd38,0.2665388584136963,0.336500883102417,1
b8c30925-f572-4ac3-b865-1cba592b6f0c,0.3545317053794861,0.5104028582572937,1
0a5489f1-beea-4ad6-a6d5-380ba2abd184,0.25400328636169434,0.20342181622982025,2
fe3caede-4b19-410a-b08f-84d71b18e9f4,0.725793182849884,0.35500189661979675,1
e689960d-0515-424b-aac3-5d7160ac2577,0.38374608755111694,0.22485575079917908,1
57d5152a-77db-4156-8330-166edb36b0a2,0.14659170806407928,0.22257712483406067,2
726a0fc9-8c6f-451e-838b-c48140817dfc,0.4160158634185791,0.5775331854820251,1
696b9d6a-40a4-434d-8a01-aec20c4400a3,0.07420872896909714,0.32774707674980164,2
16eeb330-b579-4a0f-a1e6-0b7aad454c54,0.34791237115859985,0.21544459462165833,1
ed614284-2364-4b9c-bc02-5e0aad3d8968,0.4568493962287903,0.6750550270080566,2
87678fdf-ad4e-4ff0-93d0-039fa451b49b,0.5432270169258118,0.495241641998291,1
33882739-51ca-446f-8bd0-2bbf7cfcba37,0.16576823592185974,0.4357580840587616,2
3ef66340-b2fd-4c12-bc1c-b28730b571a1,0.13292035460472107,0.5671247243881226,2
26b26a0d-d7c5-4c50-bb94-bd236cd6b46f,0.6031441688537598,0.3820672035217285,1
0c0d57aa-92eb-4bb3-8c65-6ce4d89e10a3,0.23234066367149353,0.2842332124710083,2
1ad020f7-a18a-45f9-a112-b9ca83afcad2,0.41412338614463806,0.5769081115722656,2
31dd2600-d4c3-4f15-a336-cd0c32237d06,0.31415390968322754,0.28259673714637756,1
a9982ad1-a78e-4ab3-b9d5-4f3679d3e043,0.30240580439567566,0.5028302669525146,2
a62e9212-e75b-4078-ae68-f56a1164dc70,0.2371295988559723,0.5259730815887451,2
67cf2fb0-431a-404d-9c9f-826dd2d3472b,0.294055700302124,0.4136386513710022,2
dba303f0-ede3-4834-aad4-767eadafa744,0.5208999514579773,0.3284127116203308,2
7c183d9b-d1fd-414f-8c95-c17132422732,0.6320452094078064,0.4484277665615082,1
5b6f539e-eb73-4ca4-b359-a1f85e96effd,0.5828980803489685,0.6416947245597839,2
cb1dd642-75fd-43ae-bb80-d019a2a9cb8e,0.6531491875648499,0.6543443202972412,1
0f797de2-3d82-46d1-a370-c278a36ad785,0.6248108148574829,0.5420910716056824,1
6623b60e-9200-4019-9a95-521adc03524d,0.1435054987668991,0.2620680332183838,2
57f0ad88-0dad-4cce-95da-30175ff0ba40,0.6648483872413635,0.6428042650222778,1
a5ac20db-ed05-49d7-8960-2035a9dce14d,0.11277583241462708,0.23551194369792938,1
3f191c72-305c-487d-8da0-7335fedc270f,0.6661170125007629,0.7178327441215515,2
dacd5655-337c-4c89-a87f-edd54067cfb9,0.7200007438659668,0.5914556980133057,2
85cc4bad-5cd3-494f-be90-e3c16e512cab,0.4454551339149475,0.5073996782302856,2
7e12768d-0e37-4940-9dcf-186ba3916660,0.22562071681022644,0.26984602212905884,2
d10f40c6-f5f0-4273-82e0-90aa22520588,0.21583105623722076,0.27049726247787476,2
322525fb-6970-4c56-89ae-375664d8e320,0.7030627727508545,0.5916580557823181,1
9bc05c17-a739-462c-970c-f5279779f3a5,0.6791802644729614,0.29122984409332275,2
9843660b-4a86-4cae-b6d7-03d73b88426e,0.38014549016952515,0.2500366270542145,1
e721d415-d8b9-479f-a476-bc3f3a239140,0.36904415488243103,0.46683788299560547,2
9409bd0a-fbdd-4450-8b41-5aac05fd5c36,0.2308390885591507,0.33338499069213867,1
00d73c9e-6441-4b23-ad78-f33490a6a1ec,0.41603073477745056,0.2873263955116272,2
a2685475-307b-49a3-85f8-07b32c63e062,0.3733617663383484,0.498486191034317,2
1bfde41c-01ea-4af8-a5c3-706b8af6cec6,0.6418638825416565,0.6050113439559937,2
749b0981-388d-4deb-83d4-b4bc35b4a168,0.4334772825241089,0.29308170080184937,2
7d9b0578-4621-460a-9d67-9705079b0a1c,0.7227253317832947,0.7451258897781372,2
71db6e1d-bcb4-4849-bded-f252a32c927c,0.33477509021759033,0.32110536098480225,2
41548819-7537-4bbe-8c20-ba78feb5fe0d,0.29015931487083435,0.21252013742923737,1
e4443872-3ac9-465e-9d99-88ab9720da81,0.26013246178627014,0.2652774155139923,1
aa03cc32-e85b-4710-8120-aeaba4af65b0,0.18083766102790833,0.24655623733997345,2
bcde1c24-5e48-4ba9-a8b5-362db0db0129,0.28089454770088196,0.12622672319412231,1
107793ec-8721-4897-b0de-17db3578fc10,0.41203004121780396,0.3565564453601837,1
0f36f4a6-da40-4c61-a4cc-db237df8f1b6,0.1510460376739502,0.21395984292030334,1
ae91c584-b9d3-4a0e-b166-6928531d1bed,0.39902549982070923,0.5227710008621216,1
bee259be-fcd9-4043-9047-0e199aaa8214,0.8262012004852295,0.628043532371521,2
45896107-bb21-48b8-845d-619d8c19bc34,0.04086392745375633,0.1873919665813446,2
f36a34dc-1b78-4af1-9e48-5ec9d369feb5,0.5036324262619019,0.5267596244812012,2
49c51e74-be6e-45b9-a223-4c0835ad76c1,0.5255550146102905,0.7864064574241638,2
f8594fc8-df33-49d7-a5a9-045765ca8eda,0.5242318511009216,0.0909927561879158,1
ab1265ac-d06e-4bad-ba0e-0219d63d3357,0.16350312530994415,0.13970153033733368,1
c71454d3-16c6-4852-bb0e-1149fd2b0e52,0.3263033926486969,0.09740562736988068,2
d3615153-cfb9-4583-bd93-e1814c250a1c,0.5659366846084595,0.734471321105957,1
1be803ad-225f-4b93-a5ce-3d96deedc495,0.24523897469043732,0.5049976110458374,2
b64b9a40-4e69-4381-ae49-035edf71a232,0.5042427778244019,0.48201626539230347,2
e5ce589a-86a4-4f4e-9a51-87220abdf821,0.3171497583389282,0.25910353660583496,2
e2f74079-bcd6-485a-80c6-24be4fca4ae9,0.30874067544937134,0.4114084243774414,1
c473c07a-630f-48e2-b6dd-ebb34d815fc2,0.599149227142334,0.4868345856666565,1
8ae17467-e396-4f89-9d2a-eeade4539358,0.029333509504795074,0.4761977791786194,1
8e61c1c5-582f-4379-b332-dcb96faf3bf9,0.39290326833724976,0.6458603143692017,1
a28a894f-ea54-438a-93c5-cae7e4564ec4,0.2394338995218277,0.28979986906051636,2
932e37d4-1305-4e54-8fee-ba649e7c7206,0.19220829010009766,0.40566760301589966,2
f935f831-38bc-4b00-83c6-3891a4dacefc,0.1276441365480423,0.26875633001327515,2
345e1032-0c47-48e6-9968-e04baa479d06,0.34901803731918335,0.5278348922729492,2
bb5695c6-6c1c-4de6-b56c-6b23077d3df5,0.43174421787261963,0.5374999642372131,1
6ab897f0-4f61-40f1-afa6-e9485e44316d,0.3112609386444092,0.2832425832748413,2
1a2bead1-a985-44e6-966c-44c4a77afe37,0.2203686684370041,0.24661916494369507,2
ed448375-accb-4425-b7ed-e5af03f0d477,0.4131458103656769,0.5815032720565796,1
5488ad4e-968e-4113-b3f1-23a27e40e52a,0.5974267721176147,0.7171533107757568,2
0aa4d795-2af4-489d-84d2-a3476cfc9019,0.5099559426307678,0.42549729347229004,2
666d1b41-7e20-41cc-b6a7-5bc3eb9ed7b7,0.23050335049629211,0.27408406138420105,1
08f3861d-5511-4f65-9611-0c67ec71561c,0.36330050230026245,0.44348496198654175,1
05f5c44c-6d88-4c50-8c88-d9ad55fbaa8c,0.4255009591579437,0.2249060869216919,1
e7be4ea9-4bb9-4141-90d5-351d6377c9fc,0.24604274332523346,0.2752046287059784,2
8e5c1dce-bed9-4754-9565-89b1d10b1aec,0.46432292461395264,0.367527037858963,2
9a37e0a5-a537-4af1-ab7d-c39c440ee8d6,0.23448215425014496,0.2863669693470001,2
0e499832-cc4e-459d-a066-de6e73aa77f9,0.17516888678073883,0.2638651132583618,2
1b99f1e5-e8e4-4ae9-b05b-e5c8324e8768,0.38410353660583496,0.3416712284088135,1
66c79a45-25be-4066-9d36-016637bd57c5,0.12329498678445816,0.2699543833732605,2
598c2da4-91cb-4adb-8d09-0de672cdebe8,0.736952006816864,0.7296080589294434,2
d46e5bd9-8a43-4670-b8c7-fe56f59cceae,0.5533715486526489,0.3637925684452057,2
5183072a-7b29-4a2e-80bb-120f3fcd8bda,0.36319097876548767,0.4753657281398773,2
70e3a2c2-6e8a-46cd-9948-2005e1e6bfac,0.6011936664581299,0.6278536915779114,1
f2d60888-a0aa-4da4-b744-57ac10ae6dc2,0.6565579175949097,0.5072087049484253,1
52255569-a048-4098-b40a-a9a96bbc754f,0.3950961232185364,0.41440004110336304,2
8585d876-38ad-4846-a5b1-3b8fbd3d8f72,0.13223034143447876,0.27820441126823425,2
a7dcd6a0-c9a3-4aa0-b2ed-3e80a03b2dc7,0.08389851450920105,0.21340885758399963,2
1658b490-24a4-4f83-a42b-e6c679d0c2c2,0.7210740447044373,0.5672927498817444,2
796ab4ea-12d3-489a-b7e8-fce2b430107c,0.5263181328773499,0.6604924201965332,2
09609ed5-1852-4e76-af8d-f08de3742d15,0.41703730821609497,0.515471339225769,1
fa694d55-2291-467e-837e-cee613230e8c,0.4279429316520691,0.550467312335968,2
37c168f2-e2cc-4117-879a-abcce85af37f,0.5049919486045837,0.5354693531990051,2
fb9f8eff-5f05-4cd8-bb99-3ca886845607,0.5160080790519714,0.4242933988571167,2
b0c7b950-cea5-460f-b573-a55e692120bc,0.21641823649406433,0.42441821098327637,1
5df5e38b-ea80-4122-b43e-1cf116a83e6a,0.2534475326538086,0.232340469956398,2
ba6d9c84-d0d1-4806-964d-2573c08e67c5,0.28070858120918274,0.23681305348873138,2
98826835-a7e8-4441-b37c-36f2179d7651,0.43250107765197754,0.43225356936454773,2
cc2f14bc-8e8d-4c36-9a14-a7e9e89ac52e,0.02297958917915821,0.20630261301994324,2
bb4840dc-d637-4183-809a-567bb67e9935,0.315814346075058,0.5235583782196045,2
08e30459-3e8f-43f0-ac30-a4f367168e45,0.14782017469406128,0.23025085031986237,2
c4d8548b-b1a0-4d5c-8004-bbe77d21b4a4,0.1953100860118866,0.16516783833503723,2
f3b25856-827a-42ba-8ca1-0426c1b01219,0.5001099109649658,0.6148142218589783,1
31e7354c-de3a-433b-afcf-fa8885569007,0.2760147154331207,0.18602091073989868,2
64abf5b2-354d-405a-a0c1-ba141fba015a,0.23359015583992004,0.5075154304504395,2
8cc7c8cf-053b-48e2-8d4d-6f520490e9ac,0.4807417392730713,0.5630743503570557,2
393f121a-4cd6-4781-95a3-76f88137c1aa,0.17892256379127502,0.2396842986345291,2
0fcbf8d2-a63f-4d37-b304-003c10570638,0.17328311502933502,0.13676878809928894,1
9669f392-85d9-45e8-8dc5-2b3d93b897ac,0.6803634762763977,0.7577049732208252,2
538e9d85-3ff1-483d-b8de-0c62348d225b,0.5243126749992371,0.28908899426460266,2
1295799e-8cd2-4da6-91cf-7515acbd14bf,0.4692680239677429,0.3334880769252777,1
04e42093-ebd7-4b56-990f-e34f397e13bb,0.7224725484848022,0.7173984050750732,1
78a60b56-2e3a-4fd6-a74f-b5b86f400540,0.41095030307769775,0.7152197360992432,2
4a030972-fd37-43e8-b44f-6920cf9355b7,0.21213436126708984,0.20530644059181213,1
3b754b95-8b0a-4d6c-87f5-158d1de303d9,0.5212610363960266,0.3300630748271942,1
2f14cad7-8f3a-4a54-b7d8-206c515b780f,0.41901060938835144,0.7109822630882263,1
f9079515-f56d-4090-8b26-0e9d93dcb731,0.05577912926673889,0.20497539639472961,2
98181079-1081-48ba-bb83-031bb0046b92,0.31049394607543945,0.31289219856262207,1
c21420d2-5652-4f20-9e1a-9f86a551e4f2,0.4320693612098694,0.24253930151462555,2
3c771b38-ee3a-444c-9fc1-36748ff391bc,0.5839946866035461,0.448304146528244,1
826d3ed1-77eb-401a-a8c3-2770c0523481,0.33857670426368713,0.2480219304561615,2
86b42126-6fee-4bb2-94f0-5c8cecd375aa,0.4667951464653015,0.6576359272003174,2
741833b1-bdf1-4be4-ba01-2a8ca81ae7be,0.196029931306839,0.14811168611049652,2
1a61f7f6-0945-4905-aef9-adb2808c22a0,0.7959423065185547,0.5471516847610474,1
fe12762c-51e5-4bcc-8a08-667ce3304f69,0.6179596781730652,0.6003009080886841,2
bb63a874-2cf1-4ffc-8f75-b403c0b26be5,0.12242794781923294,0.07504715770483017,1
432c8932-ec99-42bc-82ba-87d4f10ef17f,0.24747908115386963,0.2268945276737213,1
befe024d-d480-42dd-9710-7eb1bdb7ff8a,0.33222079277038574,0.16702434420585632,1
2fcb96c1-3717-46ed-aa94-165151fee791,0.12747269868850708,0.06267829984426498,1
aa94f624-fe3c-45c4-96b8-6cf486bd4302,0.40781426429748535,0.5171811580657959,1
6f96532b-9bc0-44d0-84fd-6bb7b99d69be,0.42919397354125977,0.5790493488311768,1
da5ec41e-4fd5-4a1c-b2ad-67fd6c8b1165,0.11073249578475952,0.21263888478279114,1
200f7c71-d985-46ca-ae40-4f2d1e34802e,0.7540743350982666,0.7819328904151917,2
217a2486-e392-414e-ba52-3bb13ef79793,0.17391860485076904,0.4371179938316345,2
b9efb3c3-2239-4d6e-8a6d-2092fafe7012,0.375178724527359,0.3453340530395508,2
8f38419d-c80d-40b0-8770-3a8a86e4a5ad,0.5527333617210388,0.3880717158317566,2
f1076e8c-eb8f-4b71-84b4-3c433b7235a7,0.4912082850933075,0.3042287826538086,1
8deede16-2f24-4579-970b-047ad9d23141,0.5232522487640381,0.42323073744773865,2
b8b93e71-5a93-4092-931d-6271bbafa1f7,0.6391627788543701,0.18115997314453125,1
d16e2710-0a1c-4f4b-8be5-4bf9bd4dfa69,0.3680045008659363,0.44070276618003845,2
5cd09381-9d02-456a-bcd4-0d45f9ab0db3,0.6469968557357788,0.5939273834228516,1
21deb4c0-ef25-44fd-91f4-35b4bed8a75e,0.5415021181106567,0.23417207598686218,1
0c183cc3-d281-442c-ad31-01f93cd9e281,0.4899483919143677,0.6211624145507812,2
fe5a613d-b6ec-4f31-8d2d-007018b092ec,0.39303329586982727,0.5869811773300171,1
49cfda84-e8ff-486d-bf67-cab8f972a748,-0.008347844704985619,0.0779181569814682,2
fb466251-500e-428c-a120-a0c6887eb37f,0.20917461812496185,0.12026307731866837,2
28531a23-ff54-4d75-a108-c910d32c6147,-0.009568560868501663,0.1662224680185318,2
23ab455c-ef3c-479f-90a5-4acd8e1ac3c9,0.25713515281677246,0.5607590675354004,2
ea4c827b-b5f2-44df-8d39-7373cb35f1ae,0.21267327666282654,0.2759709358215332,1
a8869d8c-54a0-48db-b8ea-7fee53e32008,0.37537500262260437,0.3344283699989319,2
c2699d68-4f16-44d1-bff6-6a66ec266a46,0.6490049958229065,0.8118953704833984,2
b34dfd2a-4ae5-456c-85a9-7c4ee0b58248,0.29480183124542236,0.3802436292171478,2
87ed8e67-02f7-46dc-b0e3-82319328557a,0.6700329184532166,0.6290438771247864,2
cdc35d15-ea89-4410-bdf0-fadde0243985,0.19328242540359497,0.6243128180503845,2
da033578-7efb-43b4-875f-adeefea0fac0,0.2731528580188751,0.41013526916503906,2
3b0fdd12-aa51-45ec-9808-79b308ffe722,0.41118326783180237,0.3788886070251465,1
fedc6a43-057c-4684-ad11-200180ade0d3,0.5246697664260864,0.3919912874698639,1
60e826cc-3f0a-479e-a79e-319935d39b58,0.0657643973827362,0.07550515234470367,2
471e2283-f8c4-4e45-9c87-40c815fa73ac,0.2030414640903473,0.3858915865421295,2
463dd0de-6558-4e40-b5a2-b3a202f6856b,0.707359790802002,0.7845560312271118,2
f03ef931-1c90-4b73-8e6b-f3cb9aa702fb,0.2741602063179016,0.3399641811847687,1
0b9c5ee5-9ce1-4195-8ed6-01956f15d659,0.4805377125740051,0.6280246376991272,1
f6292a35-f8e1-4b62-9592-a1f603bec68d,0.2722514271736145,0.32634836435317993,2
056235a2-84cd-4c99-9652-1e0773797143,0.5262264609336853,0.447970449924469,1
a1ecda1c-7f69-4721-89ae-fb2e6ca9cb2f,0.13315653800964355,0.11321257054805756,2
31e16ce0-894b-40c1-a142-261ca16baddf,0.4389508366584778,0.27167069911956787,1
d87b0656-9f88-4247-ad95-644c64d38754,0.26944786310195923,0.6847841739654541,2
95ab463d-7d6d-4dff-9454-69d5abadfbf0,0.45133382081985474,0.5519409775733948,2
dd1cbc2d-75fc-4fe7-92b8-cd986d80140a,0.3173138201236725,0.4134586453437805,2
474c61d2-2b1f-4d12-9274-a85cea5bfa2b,0.2596937417984009,0.21105417609214783,1
430d9fb6-7fb0-4cde-9ae5-c81ca4347109,0.41266560554504395,0.4075086712837219,1
33675fd9-8bb1-4739-b677-9939a01c3b43,0.25512322783470154,0.41345998644828796,2
313197bd-b309-4eef-9f8c-b0ee6e14fce8,0.38624805212020874,0.40529653429985046,2
8d81ed6f-9c29-468f-85f9-3ffe7a4d58b3,0.6160101890563965,0.27560609579086304,2
d6638b4d-72ff-4d36-b37a-065aaf871591,0.1949082762002945,0.18320128321647644,2
e32919fb-7b84-424c-8825-a9a5ca420958,0.1401384472846985,0.20154111087322235,1
254a99c8-5a3c-4cf7-8bf9-e99f8b613cc9,0.08905914425849915,0.06746620684862137,1
25561b53-b8fc-44ef-9d22-384325cdcf66,0.6507313251495361,0.47913336753845215,2
823343e6-6721-4692-ab53-1f2e28cf9d4c,0.2322877049446106,0.23451828956604004,2
0f1277f9-f7eb-4133-a067-8012ec4ce4c4,0.21634534001350403,0.4726021885871887,1
3dcdf416-5329-4190-b492-4b83c3c17d5b,0.45181766152381897,0.31414511799812317,1
ff6a9be8-35fd-4371-9337-0a487aa6bcbd,0.15298010408878326,0.8410845994949341,1
93b3adbb-d8fd-4fec-90a1-2f4818cf878c,0.4328070282936096,0.5188620090484619,1
4b8f1d1f-9b00-4af4-bd25-ed71e9536b55,0.45247983932495117,0.5605170130729675,1
39ec0a97-fd2f-46cf-95e3-a2c6db74f022,0.48769164085388184,0.5791599750518799,2
35dd81de-9d73-431c-96a1-fb19b59eca7f,0.18177933990955353,0.2562093138694763,1
1b06e78a-3f2e-4445-a72f-780b27f3f40d,0.31649595499038696,0.1976793110370636,1
0da38645-9c97-407e-9ef3-5a2058ebcd9e,0.45059341192245483,0.5279929637908936,2
669aa4cd-bc3e-4c4e-acf7-f406844d697c,0.37645477056503296,0.2404792308807373,1
74c29734-503c-4412-8716-bdeac83ee64a,0.28977325558662415,0.34384891390800476,2
7c079852-8137-49e1-96f7-ff6ae8c1b904,0.46666979789733887,0.34117916226387024,2
f9b8a4d5-c5bb-44e6-95be-1bcc52af40db,0.46502095460891724,0.5210939049720764,2
0a7b177b-7671-40ba-9a36-72ef45b651a6,0.4371168613433838,0.4716647267341614,1
13fb2312-d2ad-4561-8a05-7513e63442bc,0.5728539228439331,0.3234062194824219,2
f6830a2a-5ab0-47fa-812d-703362717fb5,0.16998368501663208,0.2912375330924988,2
928d6e7d-0b05-4027-aadd-49f08b02ea60,0.31667250394821167,0.2926660180091858,1
16c3e3c9-c7fb-4c0a-9a22-65e9209fc338,0.21942174434661865,0.15189379453659058,1
8290bb38-7526-410d-b63b-84b2019d4657,0.11648011207580566,0.33326882123947144,2
32075b85-b08a-4503-ac1a-f8d92d2fa29f,0.5046082735061646,0.40150243043899536,2
03ba1bda-c31e-4201-92bc-b5b35b3f0aad,0.7811645269393921,0.7791448831558228,1
6b9941a8-213c-4e54-98f5-81e437bd2926,0.24486026167869568,0.14714254438877106,2
aaa5c492-d3b2-40a7-bbd5-6b8e21e1003c,0.20437198877334595,0.21094170212745667,1
c73cbbee-b51a-42f0-a3d8-22b8fc732b4e,0.30785930156707764,0.2854650020599365,1
8a3f1af2-3913-4a4a-a234-136733984d4a,0.4843326210975647,0.39917075634002686,2
1642a31d-5568-4ec6-9004-7470b35360f7,0.2704983949661255,0.17255830764770508,2
4ca3ce4c-637e-45e8-9d94-d0da28effc6a,0.567740797996521,0.47651052474975586,1
237a2426-779d-4d2f-8878-cc1d9895ed5d,0.38526394963264465,0.48778271675109863,2
4014fd4e-036c-4e93-973f-3eb49ce21fda,0.5923238396644592,0.7741376757621765,2
7acc2db4-2324-4bf5-ba56-194007e0bb65,0.6612270474433899,0.20477360486984253,1
b753ce86-ad90-4ca9-8816-215f0f968a30,0.3718279004096985,0.47315913438796997,2
001df42a-7c6c-4bee-bbb8-21950fe87d2c,0.36608779430389404,0.3531210720539093,1
2e80030a-9ade-4fdb-b693-444100733c1b,0.38670194149017334,0.293038547039032,1
c57088f8-7a4e-4826-9d91-2065f345a4ee,0.16064772009849548,0.5348870158195496,2
fa89b431-41a6-4ab5-a1bf-f244f1c0ad85,0.21275272965431213,0.11458756029605865,1
2b38b3ba-ce90-414e-8114-88f601631444,0.28348982334136963,0.17495787143707275,2
2ab4f4dc-7b16-45f5-8b72-99d8d10be148,0.5450791120529175,0.5200192332267761,2
187b118c-c70b-4afb-9b41-5c1e09887858,0.3816096782684326,0.4824957251548767,2
765b576d-0989-450d-93df-1b2d6c329a0c,0.4103442430496216,0.5812641382217407,2
9923091f-49f3-4ce5-bd9c-fd01f284bfde,0.45181095600128174,0.5179579854011536,2
6b666c82-cfcd-4447-ba48-f91fcb27c170,0.5607562065124512,0.4245671033859253,1
11abdce5-a150-4ea4-b76b-4ff36b7b0f6c,0.4981178343296051,0.4548458158969879,1
b29a15ca-1fdf-42a3-b443-50c33f297318,0.23398694396018982,0.3231074810028076,2
5ae5571c-31f7-4d79-86f2-3c7fa9ffb6c7,0.20642510056495667,0.24912923574447632,2
1734a9b5-938b-414f-8718-450d13658cb2,0.2194576859474182,0.14041633903980255,1
264662c6-4f40-4f03-93d1-335a268e52c5,0.38927218317985535,0.33343571424484253,1
609a7d44-9a1c-4585-b0f4-5ac7d9fc1f8f,0.329900324344635,0.11087966710329056,1
e242bc6e-470b-4ed9-ac96-48a4d38b11ef,0.28169721364974976,0.16737467050552368,1
5d10d46d-83a9-4468-9b05-8bdabdc5ea92,0.4510846734046936,0.47886455059051514,2
b083a25d-a3c3-47be-8879-949b475d13f6,0.23177409172058105,0.16866494715213776,1
847fb1fc-aa6c-443c-98aa-fd4af3847c73,0.29997217655181885,0.1323060393333435,2
49500220-b926-41dd-9347-0edb6829edeb,0.37415769696235657,0.38083308935165405,2
dea3f3e4-98c4-4614-ab9f-e370785fc7fc,0.27640801668167114,0.2125604748725891,2
f560dccd-209b-43fd-8bb7-6629e8a30823,0.7070869207382202,0.6197553873062134,2
0d1aec48-f891-4611-80b2-b10476ea4776,0.28686702251434326,0.32481932640075684,2
dbd1c07c-3bbd-4753-bd93-6b7400eb2c64,0.569629967212677,0.6702211499214172,2
ce784ff4-4411-43ae-8789-7dcd07692029,0.4070618748664856,0.3813273310661316,2
d35e7dfc-d3cf-40b2-8b67-b92572b74222,0.38900572061538696,0.34891343116760254,2
84c97f08-5998-4059-b2e6-26307c70a656,0.4937743544578552,0.48767054080963135,1
e948a9b0-1f8a-4166-b43a-757387ea6ca0,0.3550134301185608,0.25257033109664917,1
5a797fa1-07d2-47f6-b160-36e10ae5e63e,0.5009739398956299,0.5742173194885254,1
c9ed6b56-0a08-4b0b-bb46-4a05856c6b3f,0.6261495351791382,0.4956594705581665,2
b4e4e9db-8cc5-4b39-a4c7-894ed6af9c79,0.5668442249298096,0.4945489466190338,2
d59da61f-1141-4c74-8e7c-1e11ff2d21c8,0.08117076009511948,0.5888068675994873,1
7d177568-fd50-4c13-a5a5-929a12e765c5,0.5603262186050415,0.23015692830085754,2
ed31c050-341d-4ae2-9ec5-55da770d5e5b,0.2571089267730713,0.4086335301399231,1
c6637931-907e-452e-aa57-299e8801d648,0.17858028411865234,0.26108288764953613,2
05fa2554-9bb2-4abc-954f-6e21b2e52a5b,0.21707618236541748,0.34696120023727417,2
8d833f98-114a-420f-adb2-53884b813034,0.3706932067871094,0.28863611817359924,1
048f5a77-7c17-4071-8b0b-b8e43087132d,0.15286192297935486,0.1513800024986267,1
57046c72-5c39-47b4-88a1-6984ad1ac6b8,0.619583010673523,0.7643392086029053,2
dac71653-f4b0-4445-806c-ae724a693373,0.35248416662216187,0.37637975811958313,1
5508c74e-4105-4b4b-805f-372aa58429ea,0.391770601272583,0.592765212059021,2
